"FORMAL","ESTRATO","DEPARTAMENTO","SEXO","ESTADO_CIVIL","TRAB_VEN","EDAD","HORAS_TRAB_SEM","INGRESO_D","INGRESO_E"
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",41,63,2000,0
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",28,50,930,0
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",24,54,550,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",26,60,450,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",35,11,NA,NA
"Sí","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",38,89,1000,0
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",35,72,1000,1080
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",23,63,175,53
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",25,80,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",22,60,210,42
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",22,11,25,7
NA,"Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",27,104,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","No",20,48,210,62
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",50,56,750,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",48,70,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",27,60,1000,0
"No","Medio bajo","LA LIBERTAD","Hombre","Viudo/a","No",23,60,200,0
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",24,60,80,8
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",30,42,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",29,48,220,48
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",22,91,860,340
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",38,66,30,7
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","No",18,0,175,30
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","No",16,0,30,0
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","No",18,54,30,6
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",41,60,650,0
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",37,48,30,54
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","No",18,54,250,0
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",66,48,10,0
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",28,56,280,84
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",27,66,240,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",43,72,70,0
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",46,0,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",24,60,500,0
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",30,60,250,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",30,60,550,0
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",24,60,270,42
NA,"Medio bajo","LA LIBERTAD","Hombre","Soltero/a","No",20,63,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",54,48,466,0
NA,"Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",54,25,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",32,42,600,0
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",34,60,240,66
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",36,70,350,56
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",48,25,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Viudo/a","Sí",27,16,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",26,72,NA,NA
"Sí","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",30,56,4000,0
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",29,91,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",30,48,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",27,60,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Casado/a","Sí",41,54,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Casado/a","Sí",35,30,NA,NA
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",28,15,600,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",27,30,350,42
"No","Medio","LA LIBERTAD","Mujer","Separado","Sí",30,48,180,48
"No","Medio","LA LIBERTAD","Mujer","Soltero/a","Sí",32,60,250,0
"No","Medio","LA LIBERTAD","Mujer","Soltero/a","Sí",34,60,780,0
"No","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",27,37,600,0
NA,"Medio","LA LIBERTAD","Mujer","Separado","Sí",47,16,NA,NA
"No","Medio","LA LIBERTAD","Mujer","Casado/a","No",47,30,70,0
"No","Medio","LA LIBERTAD","Hombre","Casado/a","Sí",50,54,500,0
"No","Medio","LA LIBERTAD","Mujer","Casado/a","No",23,48,600,0
NA,"Medio","LA LIBERTAD","Mujer","Viudo/a","No",62,42,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Soltero/a","No",15,26,NA,NA
NA,"Medio alto","LA LIBERTAD","Mujer","Conviviente","No",31,36,NA,NA
NA,"Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",28,54,NA,NA
NA,"Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",44,112,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Conviviente","No",39,42,150,0
"No","Medio alto","LA LIBERTAD","Mujer","Soltero/a","No",19,66,210,0
NA,"Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",25,3,NA,NA
NA,"Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",27,78,NA,NA
"No","Medio","LA LIBERTAD","Mujer","Divorciado/a","Sí",43,40,500,0
"No","Medio","LA LIBERTAD","Mujer","Soltero/a","No",18,30,100,48
"No","Medio","LA LIBERTAD","Hombre","Separado","No",42,88,217,112
NA,"Medio","LA LIBERTAD","Mujer","Soltero/a","Sí",24,45,NA,NA
"No","Medio","LA LIBERTAD","Mujer","Divorciado/a","Sí",53,49,50,0
NA,"Medio","LA LIBERTAD","Hombre","Separado","No",29,84,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Separado","Sí",30,63,NA,NA
"No","Medio","LA LIBERTAD","Hombre","Casado/a","Sí",35,84,485,42
"Sí","Medio","LA LIBERTAD","Mujer","Casado/a","Sí",32,48,450,8
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",31,66,1100,0
"No","Medio","LA LIBERTAD","Mujer","Conviviente","Sí",39,66,380,48
"No","Medio","LA LIBERTAD","Mujer","Conviviente","Sí",22,60,250,48
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",23,63,750,0
"No","Bajo","LA LIBERTAD","Mujer","Conviviente","Sí",31,52,1200,0
"No","Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",29,84,100,0
"No","Bajo","LA LIBERTAD","Mujer","Soltero/a","No",17,66,232,0
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",27,64,500,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",33,97,280,48
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",35,77,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",19,77,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",42,48,200,78
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",23,54,250,96
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",21,70,220,114
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",32,62,280,84
NA,"Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",29,9,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",26,69,540,0
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",25,78,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",31,70,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","No",19,52,60,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",37,64,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",40,50,380,48
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",34,10,20,0
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","No",24,65,200,42
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",43,55,220,0
"Sí","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",42,34,850,0
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",36,44,250,78
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",28,68,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",26,54,350,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",24,72,250,25
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",21,78,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",49,66,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",24,90,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",32,13,930,192
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",23,50,300,0
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",24,30,145,0
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",34,66,200,60
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",16,33,30,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",39,77,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",43,84,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",24,55,NA,NA
"Sí","Medio","LA LIBERTAD","Mujer","Casado/a","Sí",40,59,1050,0
NA,"Medio","LA LIBERTAD","Mujer","Separado","Sí",29,54,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Casado/a","Sí",30,30,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Separado","Sí",48,65,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Divorciado/a","Sí",57,74,NA,NA
"No","Medio","LA LIBERTAD","Hombre","Casado/a","Sí",33,51,300,150
"Sí","Medio","LA LIBERTAD","Mujer","Casado/a","Sí",34,46,520,0
"No","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",33,48,40,10
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",25,15,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",22,33,200,0
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","No",44,54,200,90
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","No",23,36,25,0
"Sí","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",39,48,2000,0
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",36,0,900,0
"No","Medio","LA LIBERTAD","Mujer","Conviviente","No",49,66,480,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",49,57,500,96
"No","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",25,66,250,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",25,72,210,42
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","No",24,7,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",37,50,450,25
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","No",35,48,300,15
NA,"Bajo","LA LIBERTAD","Mujer","Soltero/a","No",46,0,NA,NA
"Sí","Bajo","LA LIBERTAD","Mujer","Conviviente","Sí",35,36,814,0
NA,"Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",40,4,NA,NA
"Sí","Bajo","LA LIBERTAD","Mujer","Conviviente","Sí",32,66,4500,0
"No","Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",36,48,900,0
NA,"Bajo","LA LIBERTAD","Mujer","Divorciado/a","Sí",59,70,NA,NA
"No","Bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",51,48,900,60
"No","Bajo","LA LIBERTAD","Mujer","Separado","Sí",37,48,1000,0
"No","Bajo","LA LIBERTAD","Hombre","Soltero/a","No",16,48,800,60
"No","Bajo","LA LIBERTAD","Mujer","Conviviente","Sí",26,66,500,0
"No","Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",31,54,250,48
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",30,54,350,0
"No","Medio","LA LIBERTAD","Hombre","Casado/a","Sí",25,68,360,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",24,24,80,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",31,7,60,100
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","Sí",20,44,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","Sí",30,0,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",30,98,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","No",31,56,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",30,63,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","No",34,72,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","Sí",29,54,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",25,70,NA,NA
"No","Medio","LA LIBERTAD","Hombre","Separado","Sí",55,8,40,0
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","Sí",42,75,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",23,16,250,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","No",19,12,190,0
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",44,25,450,0
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",31,4,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",32,46,800,120
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",32,24,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",23,72,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",21,36,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",19,30,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",31,24,40,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",25,45,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",21,0,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",31,0,425,0
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",29,78,475,0
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","No",20,0,30,8
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",37,30,NA,NA
"Sí","Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",33,46,1200,0
"Sí","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",54,72,1100,0
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","No",56,12,50,0
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",44,60,300,132
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",32,48,650,20
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",27,61,500,2
"No","Medio bajo","LA LIBERTAD","Mujer","Divorciado/a","Sí",43,0,300,84
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",24,48,40,0
"No","Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",55,25,150,0
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",57,30,100,50
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",27,72,300,0
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",29,42,930,0
"No","Medio bajo","LA LIBERTAD","Mujer","Viudo/a","Sí",58,63,200,70
"Sí","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",30,38,180,100
"Sí","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",30,72,645,54
"Sí","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","No",23,64,820,0
NA,"Bajo","LA LIBERTAD","Hombre","Casado/a","Sí",36,84,NA,NA
NA,"Bajo","LA LIBERTAD","Mujer","Casado/a","Sí",33,102,NA,NA
"No","Bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",27,78,1200,150
NA,"Bajo","LA LIBERTAD","Mujer","Conviviente","Sí",46,21,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",23,84,230,15
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",31,78,210,79
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",34,78,400,60
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",36,70,670,42
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",49,60,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","Sí",47,36,NA,NA
"Sí","Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",42,49,240,35
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",21,42,248,0
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",25,72,250,42
NA,"Medio bajo","LA LIBERTAD","Mujer","Casado/a","Sí",66,14,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",66,30,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",59,60,300,42
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",29,60,200,42
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",22,77,1200,196
"Sí","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",38,48,565,72
"No","Bajo","LA LIBERTAD","Mujer","Separado","Sí",26,54,210,84
NA,"Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",48,48,NA,NA
"No","Bajo","LA LIBERTAD","Mujer","Soltero/a","No",21,28,40,10
"No","Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",30,54,500,0
NA,"Bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",25,42,NA,NA
"No","Bajo","LA LIBERTAD","Hombre","Conviviente","Sí",28,48,550,60
"No","Bajo","LA LIBERTAD","Hombre","Conviviente","No",29,48,150,72
"No","Bajo","LA LIBERTAD","Mujer","Conviviente","Sí",29,24,550,0
"No","Bajo","LA LIBERTAD","Hombre","Separado","Sí",32,48,300,150
NA,"Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",30,60,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",23,62,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",25,61,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Soltero/a","No",54,46,50,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",25,55,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Divorciado/a","Sí",60,6,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",30,36,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",34,33,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",30,48,260,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Conviviente","Sí",32,90,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","No",22,12,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",25,48,300,0
NA,"Medio bajo","LA LIBERTAD","Mujer","Soltero/a","Sí",23,4,NA,NA
"No","Medio bajo","LA LIBERTAD","Hombre","Soltero/a","No",24,44,300,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Soltero/a","Sí",40,48,NA,NA
NA,"Medio bajo","LA LIBERTAD","Mujer","Conviviente","Sí",29,42,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",32,84,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","No",32,65,150,15
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",55,36,520,288
NA,"Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",44,60,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",39,48,35,8
"No","Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",21,2,60,5
"No","Medio alto","LA LIBERTAD","Hombre","Separado","No",54,66,550,50
"No","Medio alto","LA LIBERTAD","Mujer","Viudo/a","Sí",53,3,50,0
"No","Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",19,51,400,15
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",36,66,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",32,50,NA,NA
NA,"Medio","LA LIBERTAD","Hombre","Conviviente","Sí",28,63,NA,NA
NA,"Medio","LA LIBERTAD","Mujer","Conviviente","Sí",29,2,NA,NA
"Sí","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",29,42,3000,120
"Sí","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",23,48,475,0
"Sí","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",27,50,1200,21
"Sí","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",27,48,600,69
"No","Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",53,81,225,0
NA,"Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",51,67,NA,NA
NA,"Medio bajo","LA LIBERTAD","Hombre","Casado/a","Sí",43,89,NA,NA
"No","Medio bajo","LA LIBERTAD","Mujer","Separado","Sí",32,63,580,42
NA,"Medio bajo","LA LIBERTAD","Hombre","Separado","Sí",36,48,NA,NA
"No","Alto","LA LIBERTAD","Hombre","Conviviente","Sí",37,78,300,42
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",27,53,80,0
"No","Medio","LA LIBERTAD","Mujer","Casado/a","No",36,20,40,10
NA,"Medio alto","LA LIBERTAD","Hombre","Casado/a","Sí",43,18,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",26,77,210,35
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",26,66,210,10
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",41,48,60,0
NA,"Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",38,69,NA,NA
NA,"Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",22,63,NA,NA
NA,"Medio alto","LA LIBERTAD","Hombre","Soltero/a","No",17,59,NA,NA
"No","Medio alto","LA LIBERTAD","Hombre","Casado/a","Sí",28,0,300,100
NA,"Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",30,4,NA,NA
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",27,28,70,0
"No","Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",33,20,50,8
NA,"Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",31,88,NA,NA
"No","Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",25,34,850,300
NA,"Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",34,54,NA,NA
"No","Medio alto","LA LIBERTAD","Hombre","Casado/a","Sí",36,72,300,15
"No","Medio alto","LA LIBERTAD","Mujer","Casado/a","No",36,72,185,18
"No","Medio alto","LA LIBERTAD","Mujer","Soltero/a","No",21,71,180,0
"No","Alto","LA LIBERTAD","Mujer","Separado","Sí",37,48,300,70
NA,"Medio alto","LA LIBERTAD","Mujer","Soltero/a","No",31,60,NA,NA
NA,"Medio alto","LA LIBERTAD","Hombre","Soltero/a","No",18,70,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Casado/a","Sí",29,35,180,0
NA,"Medio alto","LA LIBERTAD","Hombre","Casado/a","Sí",34,70,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Viudo/a","Sí",31,54,275,36
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",38,39,600,0
"No","Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",43,28,17,0
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",29,54,750,0
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",44,48,700,0
"No","Medio alto","LA LIBERTAD","Mujer","Soltero/a","Sí",55,63,160,14
NA,"Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",24,42,NA,NA
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",37,55,600,0
"No","Medio alto","LA LIBERTAD","Hombre","Soltero/a","No",20,77,35,0
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",44,77,300,0
NA,"Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",41,1,NA,NA
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",43,48,40,0
"No","Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",32,54,25,0
"No","Medio alto","LA LIBERTAD","Hombre","Soltero/a","Sí",24,36,300,0
NA,"Medio alto","LA LIBERTAD","Mujer","Soltero/a","Sí",28,0,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Casado/a","Sí",48,0,NA,NA
NA,"Medio alto","LA LIBERTAD","Mujer","Conviviente","No",38,0,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Conviviente","Sí",32,54,930,48
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",33,30,35,0
"No","Medio alto","LA LIBERTAD","Hombre","Conviviente","Sí",52,48,300,42
NA,"Medio alto","LA LIBERTAD","Hombre","Soltero/a","No",24,45,NA,NA
"No","Medio alto","LA LIBERTAD","Mujer","Soltero/a","No",20,72,1200,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","Sí",37,60,40,48
"No","Medio","LA LIBERTAD","Mujer","Conviviente","No",37,48,125,24
"No","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",35,63,50,0
"No","Medio","LA LIBERTAD","Hombre","Soltero/a","Sí",27,54,350,0
"No","Medio","LA LIBERTAD","Hombre","Conviviente","No",18,54,350,0
"No","Medio","LA LIBERTAD","Hombre","Casado/a","Sí",28,5,100,10
